id,sr,index,size,centroid,flux,rolloff,flatness,spread,skewness,kurtosis,crest,rms
fbbd48c02,48000,326400,4800,2114.3533,6.58674,9630.0,0.121042274,3675.9937,2.918011,11.951523,83.07601,0.013073026
36b3739f7,48000,331200,4800,1888.56,9.299809,8618.877,0.107753426,3451.5505,3.2191827,14.255124,89.846924,0.0140378475
30b076116,48000,336000,4800,1418.5044,929.49457,6180.264,0.06750109,2640.99,4.8194003,37.1641,93.67708,0.05246554
e990aeddf,48000,340800,4800,777.6401,392.20148,1978.6525,0.012106378,1232.5607,8.937262,111.552444,229.62949,0.2098938
486299264,48000,345600,4800,782.18585,98.73182,1972.793,0.016464615,1387.7346,8.43054,94.17541,226.9781,0.17687811
5b6b83ff9,48000,350400,4800,754.82086,62.079193,1831.7725,0.018465253,1451.5409,8.4341135,91.292915,230.34479,0.1558411
363c32c2a,48000,355200,4800,793.53394,39.43356,2193.9258,0.023708563,1666.2277,7.5413046,71.39038,227.09761,0.11944326
285f49b8c,48000,360000,4800,870.0989,53.44401,3064.2773,0.030353686,1900.3025,6.6388664,55.26087,210.29468,0.09047961
576ee7017,48000,364800,4800,911.77563,24.801775,3359.3555,0.036053117,2043.6604,6.1255426,46.843807,185.918,0.07138551
37c90b1dc,48000,369600,4800,965.8577,39.834976,3778.755,0.040102024,2156.9192,5.8630223,42.85985,156.93976,0.059513398
3e25d6981,48000,374400,4800,977.0833,42.349823,3660.7617,0.039285295,2118.3914,5.9303184,44.070496,133.36069,0.05140219
e0cffbd60,48000,379200,4800,1045.0792,27.741716,4032.305,0.04315784,2232.6443,5.634498,39.66774,129.37997,0.04303821
e9f0a7059,48000,384000,4800,1079.9321,25.881624,4117.1045,0.046847742,2297.328,5.467635,37.339695,123.34005,0.039564986
c86e84578,48000,388800,4800,1078.3939,31.320082,4104.0967,0.046699382,2309.8577,5.4855595,37.496178,120.6426,0.036981404
48e325656,48000,393600,4800,1194.8335,28.841614,5067.8467,0.055328548,2523.6099,4.9647174,30.975794,116.48354,0.032951776
cdea7a194,48000,398400,4800,1611.881,12.811546,7925.1567,0.08010935,3063.2134,3.5815382,17.36746,105.58767,0.026455533
40108d661,48000,403200,4800,1626.3341,12.690851,7800.527,0.08150109,3067.0942,3.6286016,17.735062,94.942245,0.02354799
4dd8d020d,48000,408000,4800,1336.0048,11.783136,6087.4077,0.06578559,2732.8816,4.516751,25.821371,89.99847,0.022955878
89a453bc9,48000,412800,4800,1364.1737,10.151881,6157.1484,0.068970606,2797.2705,4.4521117,24.953451,100.069244,0.022185972
6009416df,48000,417600,4800,1426.7623,11.02056,6668.6865,0.07304325,2881.54,4.272788,23.03719,106.57133,0.021347607
f3c09c145,48000,422400,4800,1433.6492,13.724665,6754.4824,0.07519563,2929.5886,4.2453027,22.74509,118.92525,0.020336352
008504dd0,48000,427200,4800,1476.2562,11.542303,6989.737,0.07916445,2966.3145,4.0751133,21.285719,106.23997,0.019531636
2f1768e3a,48000,432000,4800,1478.604,10.252243,6970.664,0.08090885,2981.9836,4.042304,21.00622,96.307915,0.018025564
14e71ca54,48000,436800,4800,1631.158,11.54327,7639.76,0.08929636,3135.098,3.7775395,18.633451,95.24887,0.016523294
8bb8502c7,48000,441600,4800,1806.2482,11.363667,8573.54,0.10061603,3363.1738,3.4650552,15.869795,91.75549,0.013454612
45a110bfc,48000,446400,4800,2401.6365,9.3045635,9823.813,0.12997279,3798.3474,2.4521184,9.302469,88.53584,0.013478416
08dc322d9,48000,451200,4800,2442.2153,8.649531,9434.605,0.123012684,3730.6384,2.371456,9.109073,83.64504,0.013908558
249facc45,48000,456000,4800,2448.4163,7.4872127,9671.923,0.13057417,3769.9783,2.4305227,9.361861,87.24419,0.013489222
7f47810f9,48000,460800,4800,2067.4084,8.139327,9242.124,0.11591189,3564.1675,2.9732199,12.588048,80.63549,0.01306709
cf1da826d,48000,465600,4800,1867.8677,10.188074,8236.26,0.1018861,3222.9612,3.5239966,16.717813,69.154854,0.012039317
46efe1639,48000,470400,4800,1710.2792,11.575692,7565.874,0.09288321,3135.8318,3.788925,18.799732,75.39809,0.013570347
1268d81c2,48000,475200,4800,1671.3738,8.914831,7358.0425,0.0900787,3114.7622,3.7624967,18.7394,84.18127,0.014177402
