index,sr,size,centroid,flux,rolloff,flatness,spread,skewness,kurtosis,id
0,48000,4800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,acc1bc134
4800,48000,4800,959.61865,7.903144e-11,1672.5,0.068028644,437.75406,-8.535278e-06,0.17878862,fbac4cef0
9600,48000,4800,5687.531,0.24840543,17035.0,0.40869018,5380.0864,1.219454,4.40634,3ff73b144
14400,48000,4800,2871.4353,7.650599,13442.5,0.18768628,4426.322,2.175726,7.4813247,b24182909
19200,48000,4800,2692.5142,3.1684158,14954.063,0.18713476,4656.902,2.2694492,7.6044035,49e7d733d
24000,48000,4800,3033.151,0.9966577,16734.062,0.21349202,5036.864,2.0500696,6.3331757,79dc0e19f
28800,48000,4800,2958.1072,0.8127833,17171.25,0.20609884,5152.8237,2.0799499,6.343673,e6f8d07c1
33600,48000,4800,3101.0107,0.93437785,17620.625,0.21394928,5292.2056,1.9978975,5.9473276,e53f32cb4
38400,48000,4800,3133.7107,0.66607857,17282.188,0.22039932,5200.166,1.9909539,5.99778,f0e70b7cd
43200,48000,4800,2949.6768,0.9498366,16402.188,0.20475568,4975.9434,2.1333308,6.7733407,6744e9408
48000,48000,4800,2970.1328,1.3649045,16897.188,0.2029495,5140.0645,2.119674,6.6168947,f30cc8607
52800,48000,4800,3326.326,1.0076561,17182.188,0.22871546,5195.4277,1.8751673,5.610109,a6ccddb03
57600,48000,4800,3617.2634,29.979252,12366.5625,0.16196156,4137.3877,1.641245,5.743808,c8123c036
62400,48000,4800,2024.3583,15.448042,9625.9375,0.10379186,3635.245,2.9805763,12.707033,72efd1033
67200,48000,4800,1938.8718,39.134323,10711.25,0.12081677,3700.0012,3.157265,13.903244,883509374
72000,48000,4800,3021.8398,10.944845,12905.0,0.15304309,4364.829,2.028951,7.0882373,9ce38ad52
76800,48000,4800,2502.2327,90.80292,12256.875,0.14467718,4142.9854,2.4596581,9.064868,aad67ef76
81600,48000,4800,2024.3496,1922.0115,8996.875,0.07836997,3229.6213,2.8119981,12.817791,9fe40f24d
86400,48000,4800,1554.7365,28.30985,7721.25,0.07729239,3181.5967,3.5717607,17.50027,7bbbb4a49
91200,48000,4800,2383.5173,17.930685,11282.5,0.12900084,4022.2234,2.528235,9.940976,61a3355d1
96000,48000,4800,1707.4398,17.169664,7681.25,0.069715485,3259.4,3.4142,16.802416,401d30a3a
100800,48000,4800,2169.779,29.448036,9671.875,0.11475507,3731.0732,2.8620167,12.269432,982d76380
105600,48000,4800,3186.3855,57.13194,10142.8125,0.0944964,3733.7517,1.9902598,8.690768,72590e513
110400,48000,4800,2329.5012,15.889956,9264.0625,0.10092692,3580.928,2.7748837,12.018081,d6a2697c9
115200,48000,4800,2213.2473,37.808815,9431.5625,0.10123895,3664.8691,2.7376962,11.544544,1192b77dc
120000,48000,4800,1979.5233,4.7825284,11361.5625,0.11828421,3970.598,3.0223982,12.155802,1d0201411
124800,48000,4800,2683.5518,28.630095,11395.625,0.13441758,4041.276,2.2894597,8.761185,b75b1d18a
129600,48000,4800,1948.44,4.196881,10966.25,0.108652025,3840.9346,3.1993816,13.430301,169919199
134400,48000,4800,3164.5117,22.10584,13352.8125,0.1684854,4429.4243,1.8835063,6.3374333,2d4ecee27
139200,48000,4800,1783.4485,18.406082,8252.1875,0.077148676,3451.1523,3.257854,14.740409,07997cc7e
144000,48000,4800,2815.1682,17.688583,12885.625,0.15501693,4306.6504,2.170954,7.638613,40644a2ea
148800,48000,4800,2195.6467,37.135555,8729.375,0.08353145,3509.1711,2.790338,12.542979,527223155
153600,48000,4800,2397.3997,7.5389576,12010.0,0.13438469,4122.323,2.619422,10.03634,3c8140d5e
158400,48000,4800,2590.0164,64.82234,10083.125,0.10972636,3670.4954,2.322725,9.795401,18aec896b
163200,48000,4800,1847.6165,4.95417,8575.625,0.09015113,3531.0178,3.3383024,15.1680565,504e3d28c
168000,48000,4800,2968.3381,51.022766,12376.25,0.15363082,4227.45,1.9839455,6.945718,e761c19f6
172800,48000,4800,1988.7863,19.63759,8309.0625,0.08026472,3453.0857,3.039735,13.5750265,eb58314dc
177600,48000,4800,2732.3992,14.84407,12779.0625,0.14877856,4243.8145,2.2513983,8.047873,d0a81191b
182400,48000,4800,3109.2927,115.53893,10489.6875,0.09022697,3798.955,1.8740557,8.0068445,e498ba36c
187200,48000,4800,2506.471,5.252758,9372.1875,0.104825325,3710.4133,2.6954968,11.609949,3a595f6d7
192000,48000,4800,3463.2322,123.38396,12414.0625,0.13473217,4204.2104,1.6045799,5.7132554,1b715a1c6
196800,48000,4800,1748.0854,7.656276,6792.1875,0.05282077,3132.5137,3.3442707,16.712706,bc7594b0a
201600,48000,4800,1912.403,2.6872303,9888.125,0.10751185,3765.3262,3.1870277,13.50402,1850e59c9
206400,48000,4800,2381.481,1.1301813,14669.375,0.1487676,4395.0615,2.6733005,9.615003,f22177e89
211200,48000,4800,2698.0688,0.6616442,16519.688,0.17736499,4842.7573,2.3310857,7.6338673,21c5c05c8
216000,48000,4800,3437.9558,0.636391,17210.938,0.22653662,5147.432,1.8853854,5.7449183,856dcb52a
220800,48000,4800,3465.5837,0.3136334,17939.062,0.2392246,5503.1523,1.8266481,5.204687,33c02cfd1
225600,48000,4800,3503.3757,0.41769055,18069.062,0.2435317,5564.9536,1.8127174,5.1426377,c1c3c7742
230400,48000,4800,3885.828,0.33316278,18025.938,0.27183366,5611.57,1.6117718,4.526796,e829368a1
235200,48000,4800,4215.41,0.44790468,17780.312,0.2937828,5507.25,1.4648628,4.213138,00a34f050
240000,48000,4800,3949.2405,1.404043,16726.562,0.271596,5238.4854,1.5648159,4.73039,bfcbd9e9b
244800,48000,4800,2602.9824,5.927887,13438.438,0.1632473,4374.2363,2.3665397,8.306119,965cb07cb
249600,48000,4800,2927.2517,0.66815084,16000.313,0.19445756,4697.6265,2.2987237,7.6412697,e01c65e66
254400,48000,4800,3237.1355,1.525728,15875.938,0.20447241,4778.8647,2.0463533,6.656651,0fb05f743
259200,48000,4800,4210.584,0.54491967,16891.873,0.25359932,5005.4873,1.5481972,4.8836436,47d73e1e0
264000,48000,4800,4746.758,0.65169454,16820.625,0.260949,5058.5435,1.2832243,4.1377134,67daac392
268800,48000,4800,4970.1484,0.54998,16831.875,0.2697126,5039.0586,1.2004336,3.975262,d82e8b983
273600,48000,4800,4590.5493,0.89907855,17371.875,0.27685672,5240.6484,1.3376496,4.112606,1b9a58c71
278400,48000,4800,4559.3433,0.7888631,17241.562,0.27639124,5163.87,1.3822157,4.286278,7b695d85c
283200,48000,4800,4354.95,1.2160274,17433.438,0.2668566,5310.072,1.4278048,4.261893,54c63fb62
288000,48000,4800,1630.7043,534.65515,8334.375,0.083851755,3139.4546,3.6794605,19.7449,650e9fcf5
292800,48000,4800,2024.898,27.96665,10229.375,0.1145223,3742.9746,2.8153334,11.462315,212ecfb83
297600,48000,4800,1738.8335,3.904012,12383.125,0.11766117,4121.5,3.1030025,12.135993,2b61d2a79
302400,48000,4800,1902.8773,1.8591061,12131.875,0.12768559,4131.0225,2.9274724,11.266842,036fb9512
307200,48000,4800,2133.8857,2.9988036,13218.125,0.14794318,4275.829,2.7350361,10.065046,ec6b47ed1
312000,48000,4800,2716.8027,2.1373513,15787.5,0.18826494,4917.7593,2.26255,7.4158497,c8982b2e5
316800,48000,4800,3516.737,1.0464885,17268.75,0.24129967,5309.683,1.7831836,5.2412596,322f96877
321600,48000,4800,3634.21,1172.9049,14094.375,0.16172986,4488.006,1.7130139,5.770142,c6c95f5f1
326400,48000,4800,2018.3917,141.46179,6021.875,0.019448904,2299.405,2.9420602,18.122576,11838dedb
331200,48000,4800,3268.296,745.2331,12233.125,0.12862678,4057.076,2.1452038,8.656789,f36e131e2
336000,48000,4800,1472.8147,18.565834,7179.0625,0.07988911,3130.0322,3.8785067,20.087973,8189b7eb8
340800,48000,4800,1913.798,237.62515,9337.1875,0.09982873,3497.3508,2.94071,12.607403,3359f8b7a
345600,48000,4800,1568.9688,34.866722,7341.25,0.07323432,3231.3914,3.6278467,17.781948,1ad28f1eb
350400,48000,4800,2694.0566,32.725285,10826.875,0.13362119,3959.0532,2.3385863,9.146955,1284a1e8f
355200,48000,4800,1872.0079,397.2812,10513.438,0.104136385,3647.7888,3.0488703,13.385477,8e3dd4643
360000,48000,4800,1205.8431,67.382706,6272.1875,0.056405794,2903.4639,4.2879076,23.479824,6573b20b7
364800,48000,4800,1656.4335,83.35891,8682.5,0.09071497,3386.542,3.3460577,15.888483,c6e64ea75
369600,48000,4800,1730.0573,527.81775,8280.0,0.076828845,3177.6143,3.0160398,13.762378,3af92500e
374400,48000,4800,1401.4116,20.87095,5700.9375,0.048282687,2792.2126,4.070347,22.778925,65483e955
379200,48000,4800,1899.7659,49.84778,8945.3125,0.10004459,3408.7751,2.9330442,12.685666,7c46c1faa
384000,48000,4800,1783.1383,1175.6165,7291.875,0.05235559,2818.6948,3.1804297,16.884794,8948d3e98
388800,48000,4800,1379.5687,34.951065,4755.0,0.034606267,2393.96,4.7455616,31.176762,d9ef28c22
393600,48000,4800,2481.7852,69.94293,9094.0625,0.10800295,3426.1697,3.145539,16.57734,78e6079b5
398400,48000,4800,2389.7217,378.30823,11465.3125,0.13613774,4057.3726,2.703539,10.538949,90bed7976
403200,48000,4800,3105.6816,2959.4915,9390.0,0.051478576,3162.808,1.825649,8.363789,553a4d965
408000,48000,4800,1916.4183,24.846836,5076.25,0.017992618,2093.7083,3.7831974,27.349775,5d16adadf
412800,48000,4800,1567.8992,11.384946,4106.875,0.030125093,2274.924,4.9534044,34.85548,0449973e2
417600,48000,4800,1729.6921,5.7138886,4995.625,0.05180502,2749.5508,4.490788,26.197725,cfe571ea9
422400,48000,4800,1710.788,5.643646,6085.0,0.06902325,3002.0752,4.281401,22.97599,796bb1691
427200,48000,4800,1752.4003,2.1944678,7150.625,0.07675484,3172.8142,4.0960803,20.601063,4861d567e
432000,48000,4800,1630.4137,1.5201737,6993.125,0.07413362,3175.0762,4.1881566,21.226536,8588893bb
436800,48000,4800,1688.5623,1.238581,7516.25,0.08049881,3311.7646,4.03805,19.62487,5eaf463a5
441600,48000,4800,1659.6117,0.8499779,7636.25,0.08393959,3316.5662,4.006737,19.41826,106e3212b
446400,48000,4800,1806.6864,0.8395953,9314.375,0.09768817,3682.017,3.5765526,15.574472,a9a1e2274
451200,48000,4800,1965.0667,0.6628832,11423.75,0.11329068,3882.785,3.3137422,13.662506,3dc7de0f0
456000,48000,4800,2054.804,0.64727235,12725.625,0.12280548,4041.012,3.1171458,12.260942,08c4d3a63
460800,48000,4800,2282.7375,0.5643257,14445.313,0.14362817,4307.022,2.8256674,10.388135,814085519
465600,48000,4800,2458.335,0.539592,15590.937,0.15698224,4534.6294,2.6253474,9.121198,8fa2cec2e
470400,48000,4800,2371.5964,0.74262345,14821.875,0.14834835,4385.0176,2.660681,9.431439,f18e74cb7
475200,48000,4800,2800.2705,0.56801564,16988.125,0.18605095,4958.5444,2.2856238,7.2699285,9928d4ab6
480000,48000,4800,2985.9182,0.4917794,17313.438,0.19984414,5164.489,2.111619,6.3948007,99fa2927b
484800,48000,4800,2858.3984,0.37689912,17040.938,0.19349843,5040.25,2.1952665,6.8145156,06ab0e57a
489600,48000,4800,3112.6697,0.20046942,17348.123,0.20191973,5201.566,2.0471191,6.092412,185c80cc6
494400,48000,4800,3115.0156,0.29515666,17346.25,0.21423566,5210.1855,2.0443163,6.129183,939019a8b
499200,48000,4800,3530.4592,0.24848773,18065.938,0.23653829,5573.1416,1.8229275,5.1064076,ed60d0536
504000,48000,4800,3386.1025,0.16867864,17802.812,0.22766222,5426.43,1.8876339,5.41699,c5a78d4ac
508800,48000,4800,3474.5818,0.24054906,17885.312,0.23986511,5445.073,1.8432326,5.2860565,99e3f026a
513600,48000,4800,3456.3728,0.32863328,17700.938,0.23789302,5387.3433,1.8475394,5.339934,f0adb75ea
518400,48000,4800,3435.9458,0.2646806,17699.062,0.22986297,5387.586,1.9169121,5.6055894,7f9850f2a
523200,48000,4800,3301.2046,0.3205334,17902.812,0.22306381,5313.2583,1.9930652,5.8934107,9047dff3a
528000,48000,4800,3130.836,0.41874212,17271.25,0.21332313,5071.8374,2.109401,6.4971166,2324f7725
532800,48000,4800,3109.5955,0.5353746,16604.375,0.21217373,4902.4775,2.1136441,6.6720657,f2daf15ad
537600,48000,4800,3218.8953,0.73106796,16202.5,0.21322528,4797.899,2.0749383,6.675498,659fd01cd
542400,48000,4800,3191.5208,0.679697,16023.125,0.2074445,4798.8804,2.1360266,6.979125,8f581ea27
547200,48000,4800,3132.727,0.7245648,16115.627,0.2020011,4759.7485,2.1351824,6.94682,28f644799
552000,48000,4800,3490.0378,10.159,14653.75,0.21062139,4665.5684,1.8311865,5.939882,3ae713ad5
556800,48000,4800,1938.612,62.440506,8416.875,0.08360547,3383.7566,3.2624874,15.268693,1152fadfe
561600,48000,4800,2201.342,2.9871411,12316.875,0.12950519,4074.1538,2.9175973,11.412906,c333dac41
566400,48000,4800,3800.3066,277.45935,14295.0,0.19125204,4625.6826,1.6619338,5.48628,2e246563d
571200,48000,4800,2149.897,322.61035,7511.25,0.04127561,2808.0105,2.8774695,15.850627,298e3d626
576000,48000,4800,2097.9624,40.994663,8502.5,0.08234157,3157.622,3.2220168,16.418474,5812dfb48
580800,48000,4800,2511.87,188.07799,10321.875,0.1002758,3662.4575,2.319834,9.467548,d1d7426f9
585600,48000,4800,1519.2461,8.222304,6188.75,0.06352708,3032.945,3.8857968,20.327164,60fa932be
590400,48000,4800,1436.868,3.7693717,6866.875,0.0770679,3241.534,4.0570474,20.361181,fe713a497
595200,48000,4800,2096.326,3.1866057,11784.0625,0.13412228,4053.3557,2.9811623,12.051983,69be097b3
600000,48000,4800,3119.5857,1.4542962,16274.687,0.20695257,4886.457,2.0717015,6.674537,d01278e86
604800,48000,4800,3011.7112,0.8785992,17202.188,0.20617948,5102.0786,2.090442,6.4258657,a79d72f77
609600,48000,4800,3375.263,107.7585,14384.063,0.17331123,4528.064,1.9815323,6.7642827,1200dd604
614400,48000,4800,2007.1312,204.34206,7545.0,0.03708326,2805.1062,3.4273083,20.38415,f5c375b4a
619200,48000,4800,1402.5569,7.015305,4776.875,0.040910754,2451.5388,5.13982,33.61901,82bd96de0
624000,48000,4800,2704.888,75.8852,10036.5625,0.12199604,3715.1892,2.5007606,10.654089,d4ffaa409
628800,48000,4800,3068.2805,281.35364,9476.562,0.061234895,3407.1465,1.8308313,8.290373,b93f0565c
633600,48000,4800,2494.2207,19.725946,9227.5,0.102063514,3438.0837,2.5425346,11.294192,7ead9eb8f
638400,48000,4800,1947.1044,97.156334,8276.25,0.08456577,3229.618,3.148516,15.556092,29d6817e6
643200,48000,4800,1933.1542,13.095351,8208.75,0.09350047,3373.2205,3.4946795,17.197315,df43e361f
648000,48000,4800,2545.9944,152.23016,10810.0,0.119025715,3708.3645,2.3969526,9.926965,f2b8ebcca
652800,48000,4800,1479.5242,14.673335,5723.4375,0.053713482,2719.3147,4.3671756,25.331903,5f16e34b2
657600,48000,4800,2591.508,31.047281,10807.1875,0.12969235,3859.1091,2.354274,9.12024,69e6629d7
662400,48000,4800,1648.1864,16.199286,7062.1875,0.07357666,3117.3337,3.5506723,17.469297,d61552cc3
667200,48000,4800,2975.3438,135.85829,11673.4375,0.13928288,4082.615,2.284626,9.161775,2afc3094f
672000,48000,4800,1655.2382,95.727646,6407.8125,0.042719472,2699.6885,3.718508,20.77371,6b056f9b3
676800,48000,4800,2997.5605,547.7094,10848.438,0.12394763,3826.1042,2.3982723,10.629807,71b340e9f
681600,48000,4800,1329.1069,772.9397,5552.1875,0.026075667,2123.704,4.878769,38.73062,af3b1b883
686400,48000,4800,1317.8765,183.7695,4725.3125,0.03745224,2143.3586,5.9812083,53.07281,1ee88fd01
691200,48000,4800,2898.3884,1499.4232,10719.688,0.10824613,3728.0242,2.338825,10.218531,18271f186
696000,48000,4800,1076.4574,113.083176,3090.3125,0.0100455545,1530.3527,6.2517934,61.643898,6aa25a76f
700800,48000,4800,1114.8552,39.611755,3087.1875,0.021807086,1776.5592,7.01466,66.34435,9cae0f04e
705600,48000,4800,3379.8132,383.4778,11355.3125,0.11494583,3884.1384,1.948184,7.9788556,0f471b3a8
710400,48000,4800,1790.4875,21.541775,5526.25,0.032823842,2493.7605,3.6728036,21.978106,a95c9df82
715200,48000,4800,2801.4517,61.756542,10439.375,0.12656105,3747.306,2.36644,9.669086,ed815a85e
720000,48000,4800,2136.897,486.2082,7883.125,0.05385748,2807.8718,3.2766628,20.19925,26149114e
724800,48000,4800,1797.4287,72.220726,6506.25,0.053695623,2556.7,4.3577547,30.846642,816510bb9
729600,48000,4800,2412.8108,102.88298,10135.0,0.097330436,3624.0437,2.5076716,10.278113,7583ae7ff
734400,48000,4800,1602.8323,8.434226,6941.25,0.0695338,3150.6362,3.9122102,19.665894,4373e003f
739200,48000,4800,2455.5356,57.254948,10610.9375,0.11568456,3811.075,2.3095534,8.9111,de452ea94
744000,48000,4800,1248.2948,21.411478,5651.5625,0.051621586,2752.3442,4.203343,23.662386,79fe3e271
748800,48000,4800,2776.5186,25.249346,11140.625,0.14202437,3980.5579,2.236519,8.826066,0e171ac77
753600,48000,4800,1853.6904,24.615095,7212.5,0.07792367,3114.1057,3.5355358,18.054626,adceed570
758400,48000,4800,2548.0498,17.795622,10293.4375,0.12807296,3856.6062,2.648574,11.217047,da15872a1
763200,48000,4800,2640.0867,171.49312,8849.6875,0.072634526,3156.3662,2.798747,15.681894,8227501f5
768000,48000,4800,1514.4087,13.143075,5291.5625,0.046130218,2485.8857,4.7297583,30.090227,5c97c71e1
772800,48000,4800,2131.8608,22.113747,9804.0625,0.1188253,3607.0808,2.9947927,12.564816,5f8c1bc8f
777600,48000,4800,2440.1838,1.8742362,11945.9375,0.15632243,4094.9893,2.6080384,9.880023,726904735
782400,48000,4800,3070.0254,1.5088345,14335.937,0.1965585,4478.1265,2.0797367,6.998444,cbe849211
787200,48000,4800,4087.5967,2.5433574,14795.313,0.23216657,4723.605,1.4552766,4.702594,ab2aa7274
792000,48000,4800,4376.356,6.7650547,15199.062,0.24558027,4830.7124,1.3324076,4.199581,8239452d3
796800,48000,4800,4221.4775,11.034721,15299.063,0.24700467,4842.7935,1.4567057,4.635465,c0a7dea3f
801600,48000,4800,3611.0571,33.778534,15291.562,0.23731588,4885.719,1.7498167,5.723758,cb116d8e3
806400,48000,4800,3902.2363,0.6648848,17175.0,0.2666767,5298.988,1.588298,4.620985,e0024a704
811200,48000,4800,3582.74,0.47495067,17688.125,0.24478622,5326.328,1.8034936,5.2628746,d9dc30e34
816000,48000,4800,3620.8018,0.3444634,17573.438,0.2529129,5388.74,1.7715665,5.0918555,b09924661
820800,48000,4800,3464.0205,0.538211,17395.938,0.2426977,5280.9956,1.8216754,5.364576,faee4fe33
825600,48000,4800,2809.0854,2.394655,14707.812,0.18081097,4531.0283,2.2756007,7.6654983,7c46170f2
830400,48000,4800,3118.4744,1.0670173,16459.688,0.2140237,4934.1675,2.0458596,6.376124,d04ab78d7
835200,48000,4800,3149.246,1.6335636,16481.875,0.2168302,4997.356,2.0940886,6.7029557,22a2eb0aa
840000,48000,4800,2353.868,16.478493,11975.625,0.15175028,4084.358,2.5358508,9.54425,e69553529
844800,48000,4800,3217.7866,1.8306122,15667.812,0.21794286,4866.053,1.9339838,6.1147556,7f7579fc6
849600,48000,4800,3347.1526,2.38672,14599.688,0.21086027,4738.342,1.7868414,5.717119,b44e81098
854400,48000,4800,3210.9429,4.923632,13134.375,0.1947827,4465.8433,1.837031,6.094098,f8b448440
859200,48000,4800,3573.5874,1.4864012,16214.375,0.24289592,5041.835,1.7128385,5.230788,481860ff8
864000,48000,4800,4487.152,0.79137295,17446.25,0.29761097,5400.797,1.3387042,3.9205172,d40c17b67
868800,48000,4800,3350.46,1.6351718,16555.0,0.23161237,5072.074,1.8805108,5.765428,9e25978e2
873600,48000,4800,3936.9417,0.410112,18127.188,0.2717997,5701.7856,1.5993736,4.423879,c0d2f7ac7
878400,48000,4800,3939.3462,0.35838562,17977.812,0.27079767,5634.952,1.5897461,4.4278274,a9a90708e
883200,48000,4800,3908.0083,1848.6815,13956.875,0.18020205,4351.031,1.629971,5.7987823,6e749089f
888000,48000,4800,1112.7014,192.47173,3603.125,0.010816598,1514.2283,5.8616405,57.516445,318d7a80a
892800,48000,4800,1349.9456,315.51904,4640.625,0.038794484,2133.474,5.699188,50.810207,77c9e3590
897600,48000,4800,2742.343,3698.2932,9588.125,0.06976047,3133.6882,2.4091578,12.3712015,4d08f3d14
902400,48000,4800,1330.7733,266.2466,4138.125,0.019777987,1691.704,5.517824,53.386288,a9c084cf3
907200,48000,4800,2903.6716,632.8898,11260.625,0.11243577,3865.5742,2.216451,8.878077,d72b7da17
912000,48000,4800,1633.6848,21.55506,5972.8125,0.043314476,2650.4822,3.9073677,22.797518,d06db428d
916800,48000,4800,3318.3435,134.71172,12362.1875,0.14544411,4209.35,1.9862952,7.64759,30f483fe4
921600,48000,4800,2305.9116,147.58707,7727.5,0.054458782,2902.9424,3.1123652,17.19159,f2b8bb7d6
926400,48000,4800,1449.582,6.707106,4864.375,0.040919133,2547.8325,4.8668904,30.540508,48808f48c
931200,48000,4800,3144.2576,60.96197,11500.0,0.14230603,4018.9817,2.1423097,8.365273,504088917
936000,48000,4800,2874.5237,106.076614,8404.375,0.055660095,3077.9893,2.5180643,14.10429,604e74a6b
940800,48000,4800,1521.0515,5.4738545,4767.8125,0.035023842,2479.488,4.7945104,30.953484,e72d35bd4
945600,48000,4800,1455.3252,1.8619033,4649.6875,0.049770832,2763.8115,4.769134,27.997803,1a6e0a924
950400,48000,4800,1767.9402,2.398647,7803.4375,0.08117735,3361.524,3.881821,19.001303,0e3be5db0
955200,48000,4800,3364.5679,1675.3295,13322.8125,0.15999909,4334.774,1.9021503,6.5381885,c12e8500a
960000,48000,4800,1275.4248,684.03046,4418.75,0.008465359,1619.9603,4.882372,43.883907,8f27d74eb
964800,48000,4800,1130.1757,55.89299,2455.625,0.011441895,1503.8982,7.4042983,78.42905,7596c237e
969600,48000,4800,1052.5602,16.148455,1992.1875,0.015861114,1661.3856,7.684799,75.89381,9f7cd61ce
974400,48000,4800,1091.5049,12.846683,1993.4375,0.023587605,1936.6162,6.8648973,58.22786,3a5236562
979200,48000,4800,1257.5948,6.062312,3200.0,0.03816445,2477.1213,5.557634,36.90286,7cbd69769
984000,48000,4800,2031.0719,9.966572,10189.375,0.11027092,3640.0986,3.146975,13.505233,3a71cf630
988800,48000,4800,3613.5996,5568.1924,13122.1875,0.1339632,4383.945,1.8186162,6.6118383,ead9cd160
993600,48000,4800,1186.6348,651.93414,4188.4375,0.00451082,1458.163,4.410524,37.736115,d623b426e
998400,48000,4800,997.7721,101.12242,2619.0625,0.0066234237,1228.9756,8.16075,104.54254,77c95e387
1003200,48000,4800,1126.568,82.68,3800.9375,0.02784446,1868.0483,6.57669,62.04469,0c0bd98b9
1008000,48000,4800,2702.2788,277.86365,12861.875,0.11504664,4193.1626,2.4280694,8.934216,aac645eb6
1012800,48000,4800,1706.3682,20.691523,7506.875,0.078317106,3086.3025,3.7941446,19.634773,d8122282f
1017600,48000,4800,1261.2948,3.5721135,5042.5,0.055354193,2748.6362,4.953344,29.166042,06365fa19
1022400,48000,4800,1311.2214,3.0656526,5883.75,0.06282585,2967.1558,4.644838,25.577648,04c172e8f
1027200,48000,4800,1826.6992,2.2820635,10519.688,0.109869115,3776.7712,3.4294634,14.891595,a0b22d65b
1032000,48000,4800,2330.36,4.2478256,12230.3125,0.13556267,4090.512,2.654853,9.956252,36bb55224
1036800,48000,4800,2275.2844,11.922739,9586.25,0.11774427,3605.9941,2.665399,10.888564,ddab39d32
1041600,48000,4800,3226.7024,1985.2922,11205.0,0.12192373,3964.542,1.9863635,7.9667983,68ef6ee30
1046400,48000,4800,1787.5743,333.441,6125.625,0.015346721,2259.33,3.106272,18.84332,c4b7d498b
1051200,48000,4800,1307.803,25.1118,4165.625,0.0216331,2056.475,5.4080415,40.97729,20dd44248
1056000,48000,4800,1130.3711,7.415135,3768.125,0.033736236,2254.3867,5.86984,42.500076,57b8ab43d
1060800,48000,4800,1688.7661,89.9642,8219.375,0.07994078,3175.8613,3.8650658,20.130417,54dc29e0c
1065600,48000,4800,2712.8113,26.431793,13522.1875,0.15021741,4450.0356,2.1672766,7.169546,84c0ad984
1070400,48000,4800,2091.5022,4.65219,11185.3125,0.13119638,3935.9229,2.9083273,11.438135,82e74ce5d
1075200,48000,4800,1881.5096,2.6195483,11154.0625,0.11468389,3893.5154,3.2409966,13.213287,be3dab654
1080000,48000,4800,1964.4316,3.1461341,12007.1875,0.11730414,3997.4004,3.1281197,12.394165,54f5da19c
1084800,48000,4800,1857.2137,5.8572884,10810.625,0.11372504,3854.68,3.2305984,13.462674,d84f15301
1089600,48000,4800,2890.956,12.158655,12663.125,0.1616365,4181.1865,2.1440842,7.5755877,911f1f2ed
1094400,48000,4800,2644.6172,19.340443,12098.75,0.14180876,4079.8096,2.2729652,8.251198,d60e6adcc
1099200,48000,4800,2645.442,9.994076,12842.5,0.15132459,4224.057,2.337221,8.370469,abb55f9b7
1104000,48000,4800,2089.3425,1.3733579,13579.375,0.13607058,4238.709,2.8683686,10.710247,56beb25ea
1108800,48000,4800,2342.4902,1.6302059,14829.375,0.15426153,4450.646,2.6656678,9.501956,9b30db334
1113600,48000,4800,2086.4172,4.647515,12370.3125,0.1310944,4042.7388,2.9461067,11.510577,b33d0f818
1118400,48000,4800,2266.3174,3.7539713,12196.5625,0.13780932,4005.0408,2.8324292,11.073698,0f800b063
1123200,48000,4800,2555.911,3.3157887,14354.062,0.16664994,4395.757,2.5603867,9.158717,d6a49b202
1128000,48000,4800,3225.521,171.66342,12606.563,0.1410847,4277.6235,1.8752934,6.740422,4214e75dc
1132800,48000,4800,1551.8641,17.830667,6188.75,0.04210096,2716.1934,4.0516934,22.96566,80ae9b0bd
1137600,48000,4800,1431.9319,3.1764474,5855.0,0.061357867,2930.762,4.470079,24.60499,7e2876ecb
1142400,48000,4800,1755.7504,1.8920119,9690.3125,0.09246094,3690.6746,3.5446696,15.743039,56916041c
1147200,48000,4800,2942.9321,31.744574,12778.438,0.15565197,4342.632,2.1413248,7.547293,270c35c4b
1152000,48000,4800,2669.2458,12.168329,14056.562,0.16899157,4534.5156,2.28242,7.8529572,198e13f49
1156800,48000,4800,2526.6882,1.8196468,15480.313,0.16964474,4598.551,2.463418,8.377201,de79cdfd5
1161600,48000,4800,2439.4875,1.455503,15712.813,0.16432513,4660.071,2.5087686,8.496594,8c043479a
1166400,48000,4800,2888.3772,22.037418,13120.3125,0.16184705,4161.635,2.291892,8.4265785,9f80dfd19
1171200,48000,4800,3520.925,3.845714,15676.563,0.2130231,4888.725,1.7167819,5.420721,a1bb11679
1176000,48000,4800,2643.9512,2.2681587,15104.687,0.17605136,4649.2173,2.3609855,7.944476,aa4350257
1180800,48000,4800,3383.238,0.76676714,17021.562,0.21528892,5079.804,1.9182292,5.8459125,ffa38809b
1185600,48000,4800,2872.863,934.7345,10394.688,0.11539875,3521.412,2.7961705,16.245794,20d97bc82
1190400,48000,4800,1089.2668,45.44085,2014.6875,0.015995884,1657.1306,7.367824,70.78888,32508bded
1195200,48000,4800,2115.795,196.3018,8955.9375,0.08846928,3281.14,3.5902646,21.207094,accd4178d
1200000,48000,4800,1725.4358,14.665198,9128.75,0.104821235,3571.1304,3.3790722,14.839432,67ea39745
1204800,48000,4800,1803.3475,3.0299203,10601.875,0.11654813,3860.6243,3.2126896,13.240338,41eea5df1
1209600,48000,4800,1906.9891,1.9078573,12478.125,0.12599844,4085.0188,3.0471082,11.881704,ec17c39bc
